CI,Nombres,"Apellido Paterno","Apellido Materno",Email,Sexo,Colegio,Ciudad,Carrera,"Monto Pago","Metodo Pago","Nro Recibo",Materia,Grupo,"CI Docente","Nombre Docente","Apellido Docente","Profesion Docente","Hora Semanal Docente","Nota P1","Nota P2","Nota P3","Promedio Final","Estado Materia"
10000049,Carmen,Rojas,Rojas,carmen.rojas.10000049@test.com,F,"La Salle","La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-10000049,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,5,20,22,47,Reprobado
10000050,Jose,Vargas,Martinez,jose.vargas.10000050@test.com,M,Marista,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000050,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,33,16,31,80,Aprobado
10000050,Jose,Vargas,Martinez,jose.vargas.10000050@test.com,M,Marista,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000050,FIS100,M003,10500009,Miguel,Perez,Fisico,35,14,26,13,53,Reprobado
10000050,Jose,Vargas,Martinez,jose.vargas.10000050@test.com,M,Marista,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000050,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,26,8,2,36,Reprobado
10000050,Jose,Vargas,Martinez,jose.vargas.10000050@test.com,M,Marista,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000050,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,10,13,3,26,Reprobado
10000051,Lucia,Perez,Torres,lucia.perez.10000051@test.com,F,Uboldi,Beni,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000051,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,8,19,28,55,Reprobado
10000051,Lucia,Perez,Torres,lucia.perez.10000051@test.com,F,Uboldi,Beni,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000051,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,10,21,14,45,Reprobado
10000051,Lucia,Perez,Torres,lucia.perez.10000051@test.com,F,Uboldi,Beni,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000051,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,8,15,10,33,Reprobado
10000051,Lucia,Perez,Torres,lucia.perez.10000051@test.com,F,Uboldi,Beni,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000051,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,23,26,8,57,Reprobado
10000052,Marta,Martinez,Garcia,marta.martinez.10000052@test.com,F,Marista,Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000052,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,15,1,32,48,Reprobado
10000052,Marta,Martinez,Garcia,marta.martinez.10000052@test.com,F,Marista,Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000052,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,31,9,31,71,Aprobado
10000052,Marta,Martinez,Garcia,marta.martinez.10000052@test.com,F,Marista,Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000052,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,20,20,8,48,Reprobado
10000052,Marta,Martinez,Garcia,marta.martinez.10000052@test.com,F,Marista,Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000052,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,27,24,11,62,Aprobado
10000053,Daniela,Sanchez,Torres,daniela.sanchez.10000053@test.com,F,"Don Bosco",Tarija,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000053,MAT100,M001,10500000,Maria,Rodriguez,"Licenciado en Matematicas",37,11,28,25,64,Aprobado
10000053,Daniela,Sanchez,Torres,daniela.sanchez.10000053@test.com,F,"Don Bosco",Tarija,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000053,FIS100,M001,10500001,Fernando,Garcia,Fisico,11,7,8,7,22,Reprobado
10000053,Daniela,Sanchez,Torres,daniela.sanchez.10000053@test.com,F,"Don Bosco",Tarija,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000053,INF100,M001,10500002,Pedro,Lopez,"Ingeniero Informatico",15,25,18,13,56,Reprobado
10000053,Daniela,Sanchez,Torres,daniela.sanchez.10000053@test.com,F,"Don Bosco",Tarija,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000053,LIN100,M001,10500003,Pedro,Sanchez,"Licenciado en Filologia",30,0,1,31,32,Reprobado
10000054,Marta,Perez,Fernandez,marta.perez.10000054@test.com,F,"Nacional Florida",Pando,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000054,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,25,18,0,43,Reprobado
10000054,Marta,Perez,Fernandez,marta.perez.10000054@test.com,F,"Nacional Florida",Pando,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000054,FIS100,M002,10500005,Jorge,Perez,Fisico,25,29,31,14,74,Aprobado
10000054,Marta,Perez,Fernandez,marta.perez.10000054@test.com,F,"Nacional Florida",Pando,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000054,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,1,3,30,34,Reprobado
10000054,Marta,Perez,Fernandez,marta.perez.10000054@test.com,F,"Nacional Florida",Pando,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000054,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,23,29,5,57,Reprobado
10000055,Laura,Rojas,Fernandez,laura.rojas.10000055@test.com,F,"Domingo Savio",Cochabamba,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000055,MAT100,M001,10500000,Maria,Rodriguez,"Licenciado en Matematicas",37,3,10,12,25,Reprobado
10000055,Laura,Rojas,Fernandez,laura.rojas.10000055@test.com,F,"Domingo Savio",Cochabamba,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000055,FIS100,M001,10500001,Fernando,Garcia,Fisico,11,15,10,13,38,Reprobado
10000055,Laura,Rojas,Fernandez,laura.rojas.10000055@test.com,F,"Domingo Savio",Cochabamba,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000055,INF100,M001,10500002,Pedro,Lopez,"Ingeniero Informatico",15,11,26,27,64,Aprobado
10000055,Laura,Rojas,Fernandez,laura.rojas.10000055@test.com,F,"Domingo Savio",Cochabamba,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000055,LIN100,M001,10500003,Pedro,Sanchez,"Licenciado en Filologia",30,11,20,25,56,Reprobado
10000056,Jorge,Martinez,Torres,jorge.martinez.10000056@test.com,M,"Domingo Savio",Oruro,"Ingenieria en Redes",700,PayPal,REC-TEST-10000056,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,33,29,4,66,Aprobado
10000056,Jorge,Martinez,Torres,jorge.martinez.10000056@test.com,M,"Domingo Savio",Oruro,"Ingenieria en Redes",700,PayPal,REC-TEST-10000056,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,30,11,21,62,Aprobado
10000056,Jorge,Martinez,Torres,jorge.martinez.10000056@test.com,M,"Domingo Savio",Oruro,"Ingenieria en Redes",700,PayPal,REC-TEST-10000056,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,21,31,6,58,Reprobado
10000056,Jorge,Martinez,Torres,jorge.martinez.10000056@test.com,M,"Domingo Savio",Oruro,"Ingenieria en Redes",700,PayPal,REC-TEST-10000056,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,26,11,1,38,Reprobado
10000057,Pedro,Torres,Martinez,pedro.torres.10000057@test.com,M,Espana,"Santa Cruz","Ingenieria en Redes",700,PayPal,REC-TEST-10000057,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,10,11,11,32,Reprobado
10000057,Pedro,Torres,Martinez,pedro.torres.10000057@test.com,M,Espana,"Santa Cruz","Ingenieria en Redes",700,PayPal,REC-TEST-10000057,FIS100,M002,10500005,Jorge,Perez,Fisico,25,4,28,0,32,Reprobado
10000057,Pedro,Torres,Martinez,pedro.torres.10000057@test.com,M,Espana,"Santa Cruz","Ingenieria en Redes",700,PayPal,REC-TEST-10000057,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,28,20,31,79,Aprobado
10000057,Pedro,Torres,Martinez,pedro.torres.10000057@test.com,M,Espana,"Santa Cruz","Ingenieria en Redes",700,PayPal,REC-TEST-10000057,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,5,30,33,68,Aprobado
10000058,Daniela,Ramirez,Martinez,daniela.ramirez.10000058@test.com,F,Uboldi,"Santa Cruz","Ingenieria Informatica",700,PayPal,REC-TEST-10000058,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,20,9,12,41,Reprobado
10000058,Daniela,Ramirez,Martinez,daniela.ramirez.10000058@test.com,F,Uboldi,"Santa Cruz","Ingenieria Informatica",700,PayPal,REC-TEST-10000058,FIS100,M003,10500009,Miguel,Perez,Fisico,35,25,0,21,46,Reprobado
10000058,Daniela,Ramirez,Martinez,daniela.ramirez.10000058@test.com,F,Uboldi,"Santa Cruz","Ingenieria Informatica",700,PayPal,REC-TEST-10000058,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,7,23,32,62,Aprobado
10000058,Daniela,Ramirez,Martinez,daniela.ramirez.10000058@test.com,F,Uboldi,"Santa Cruz","Ingenieria Informatica",700,PayPal,REC-TEST-10000058,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,1,13,22,36,Reprobado
10000059,Roberto,Gomez,Rodriguez,roberto.gomez.10000059@test.com,M,Uboldi,Oruro,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000059,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,14,10,21,45,Reprobado
10000059,Roberto,Gomez,Rodriguez,roberto.gomez.10000059@test.com,M,Uboldi,Oruro,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000059,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,15,19,8,42,Reprobado
10000059,Roberto,Gomez,Rodriguez,roberto.gomez.10000059@test.com,M,Uboldi,Oruro,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000059,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,8,5,15,28,Reprobado
10000059,Roberto,Gomez,Rodriguez,roberto.gomez.10000059@test.com,M,Uboldi,Oruro,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000059,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,15,28,19,62,Aprobado
10000060,Ana,Gomez,Rodriguez,ana.gomez.10000060@test.com,F,"Don Bosco","Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000060,MAT100,N001,10500016,Maria,Fernandez,"Licenciado en Matematicas",16,22,20,32,74,Aprobado
10000060,Ana,Gomez,Rodriguez,ana.gomez.10000060@test.com,F,"Don Bosco","Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000060,FIS100,N001,10500017,Carlos,Gomez,Fisico,27,12,20,19,51,Reprobado
10000060,Ana,Gomez,Rodriguez,ana.gomez.10000060@test.com,F,"Don Bosco","Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000060,INF100,N001,10500018,Paula,Rojas,"Ingeniero Informatico",20,15,30,12,57,Reprobado
10000060,Ana,Gomez,Rodriguez,ana.gomez.10000060@test.com,F,"Don Bosco","Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000060,LIN100,N001,10500019,Elena,Martinez,"Licenciado en Filologia",27,30,5,8,43,Reprobado
10000061,Andres,Vargas,Ramirez,andres.vargas.10000061@test.com,M,Espana,Beni,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000061,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,10,3,0,13,Reprobado
10000061,Andres,Vargas,Ramirez,andres.vargas.10000061@test.com,M,Espana,Beni,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000061,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,22,1,16,39,Reprobado
10000061,Andres,Vargas,Ramirez,andres.vargas.10000061@test.com,M,Espana,Beni,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000061,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,7,9,24,40,Reprobado
10000061,Andres,Vargas,Ramirez,andres.vargas.10000061@test.com,M,Espana,Beni,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000061,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,33,25,20,78,Aprobado
10000062,Maria,Fernandez,Garcia,maria.fernandez.10000062@test.com,F,Espana,Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000062,MAT100,M001,10500000,Maria,Rodriguez,"Licenciado en Matematicas",37,11,16,21,48,Reprobado
10000062,Maria,Fernandez,Garcia,maria.fernandez.10000062@test.com,F,Espana,Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000062,FIS100,M001,10500001,Fernando,Garcia,Fisico,11,31,18,28,77,Aprobado
10000062,Maria,Fernandez,Garcia,maria.fernandez.10000062@test.com,F,Espana,Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000062,INF100,M001,10500002,Pedro,Lopez,"Ingeniero Informatico",15,15,9,16,40,Reprobado
10000062,Maria,Fernandez,Garcia,maria.fernandez.10000062@test.com,F,Espana,Potosi,"Ingenieria en Redes",700,PayPal,REC-TEST-10000062,LIN100,M001,10500003,Pedro,Sanchez,"Licenciado en Filologia",30,29,22,29,80,Aprobado
10000063,Fernando,Rojas,Torres,fernando.rojas.10000063@test.com,M,"Don Bosco",Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000063,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,6,28,23,57,Reprobado
10000063,Fernando,Rojas,Torres,fernando.rojas.10000063@test.com,M,"Don Bosco",Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000063,FIS100,M002,10500005,Jorge,Perez,Fisico,25,22,22,9,53,Reprobado
10000063,Fernando,Rojas,Torres,fernando.rojas.10000063@test.com,M,"Don Bosco",Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000063,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,16,27,9,52,Reprobado
10000063,Fernando,Rojas,Torres,fernando.rojas.10000063@test.com,M,"Don Bosco",Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000063,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,23,15,13,51,Reprobado
10000064,Juan,Fernandez,Rodriguez,juan.fernandez.10000064@test.com,M,Espana,Oruro,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000064,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,28,10,5,43,Reprobado
10000064,Juan,Fernandez,Rodriguez,juan.fernandez.10000064@test.com,M,Espana,Oruro,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000064,FIS100,M002,10500005,Jorge,Perez,Fisico,25,4,17,11,32,Reprobado
10000064,Juan,Fernandez,Rodriguez,juan.fernandez.10000064@test.com,M,Espana,Oruro,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000064,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,13,4,5,22,Reprobado
10000064,Juan,Fernandez,Rodriguez,juan.fernandez.10000064@test.com,M,Espana,Oruro,"Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000064,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,7,11,14,32,Reprobado
10000065,Sofia,Fernandez,Perez,sofia.fernandez.10000065@test.com,F,"Domingo Savio",Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000065,MAT100,M001,10500000,Maria,Rodriguez,"Licenciado en Matematicas",37,32,8,25,65,Aprobado
10000065,Sofia,Fernandez,Perez,sofia.fernandez.10000065@test.com,F,"Domingo Savio",Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000065,FIS100,M001,10500001,Fernando,Garcia,Fisico,11,9,24,32,65,Aprobado
10000065,Sofia,Fernandez,Perez,sofia.fernandez.10000065@test.com,F,"Domingo Savio",Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000065,INF100,M001,10500002,Pedro,Lopez,"Ingeniero Informatico",15,24,25,19,68,Aprobado
10000065,Sofia,Fernandez,Perez,sofia.fernandez.10000065@test.com,F,"Domingo Savio",Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000065,LIN100,M001,10500003,Pedro,Sanchez,"Licenciado en Filologia",30,8,3,12,23,Reprobado
10000066,Fernando,Perez,Martinez,fernando.perez.10000066@test.com,M,Marista,Cochabamba,"Ingenieria Informatica",700,PayPal,REC-TEST-10000066,MAT100,M001,10500000,Maria,Rodriguez,"Licenciado en Matematicas",37,22,23,26,71,Aprobado
10000066,Fernando,Perez,Martinez,fernando.perez.10000066@test.com,M,Marista,Cochabamba,"Ingenieria Informatica",700,PayPal,REC-TEST-10000066,FIS100,M001,10500001,Fernando,Garcia,Fisico,11,28,0,25,53,Reprobado
10000066,Fernando,Perez,Martinez,fernando.perez.10000066@test.com,M,Marista,Cochabamba,"Ingenieria Informatica",700,PayPal,REC-TEST-10000066,INF100,M001,10500002,Pedro,Lopez,"Ingeniero Informatico",15,33,10,32,75,Aprobado
10000066,Fernando,Perez,Martinez,fernando.perez.10000066@test.com,M,Marista,Cochabamba,"Ingenieria Informatica",700,PayPal,REC-TEST-10000066,LIN100,M001,10500003,Pedro,Sanchez,"Licenciado en Filologia",30,29,21,7,57,Reprobado
10000067,Gabriela,Gomez,Lopez,gabriela.gomez.10000067@test.com,F,"Don Bosco",Cochabamba,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000067,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,9,14,25,48,Reprobado
10000067,Gabriela,Gomez,Lopez,gabriela.gomez.10000067@test.com,F,"Don Bosco",Cochabamba,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000067,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,16,0,3,19,Reprobado
10000067,Gabriela,Gomez,Lopez,gabriela.gomez.10000067@test.com,F,"Don Bosco",Cochabamba,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000067,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,8,22,30,60,Aprobado
10000067,Gabriela,Gomez,Lopez,gabriela.gomez.10000067@test.com,F,"Don Bosco",Cochabamba,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-10000067,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,17,33,0,50,Reprobado
10000068,Luis,Rojas,Sanchez,luis.rojas.10000068@test.com,M,Marista,Beni,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000068,MAT100,M001,10500000,Maria,Rodriguez,"Licenciado en Matematicas",37,15,33,31,79,Aprobado
10000068,Luis,Rojas,Sanchez,luis.rojas.10000068@test.com,M,Marista,Beni,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000068,FIS100,M001,10500001,Fernando,Garcia,Fisico,11,11,28,29,68,Aprobado
10000068,Luis,Rojas,Sanchez,luis.rojas.10000068@test.com,M,Marista,Beni,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000068,INF100,M001,10500002,Pedro,Lopez,"Ingeniero Informatico",15,24,32,1,57,Reprobado
10000068,Luis,Rojas,Sanchez,luis.rojas.10000068@test.com,M,Marista,Beni,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-10000068,LIN100,M001,10500003,Pedro,Sanchez,"Licenciado en Filologia",30,27,9,24,60,Aprobado
10000069,Valeria,Martinez,Lopez,valeria.martinez.10000069@test.com,F,Espana,"Santa Cruz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000069,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,18,7,32,57,Reprobado
10000069,Valeria,Martinez,Lopez,valeria.martinez.10000069@test.com,F,Espana,"Santa Cruz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000069,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,21,7,3,31,Reprobado
10000069,Valeria,Martinez,Lopez,valeria.martinez.10000069@test.com,F,Espana,"Santa Cruz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000069,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,7,22,25,54,Reprobado
10000069,Valeria,Martinez,Lopez,valeria.martinez.10000069@test.com,F,Espana,"Santa Cruz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000069,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,15,6,14,35,Reprobado
10000070,Luis,Lopez,Rojas,luis.lopez.10000070@test.com,M,Uboldi,Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000070,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,5,16,27,48,Reprobado
10000070,Luis,Lopez,Rojas,luis.lopez.10000070@test.com,M,Uboldi,Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000070,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,28,17,1,46,Reprobado
10000070,Luis,Lopez,Rojas,luis.lopez.10000070@test.com,M,Uboldi,Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000070,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,14,11,25,50,Reprobado
10000070,Luis,Lopez,Rojas,luis.lopez.10000070@test.com,M,Uboldi,Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-10000070,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,24,15,28,67,Aprobado
10000071,Lucia,Perez,Fernandez,lucia.perez.10000071@test.com,F,"Nacional Florida","Santa Cruz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000071,MAT100,M002,10500004,Ricardo,Lopez,"Licenciado en Matematicas",21,24,6,28,58,Reprobado
10000071,Lucia,Perez,Fernandez,lucia.perez.10000071@test.com,F,"Nacional Florida","Santa Cruz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000071,FIS100,M002,10500005,Jorge,Perez,Fisico,25,28,2,27,57,Reprobado
10000071,Lucia,Perez,Fernandez,lucia.perez.10000071@test.com,F,"Nacional Florida","Santa Cruz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000071,INF100,M002,10500006,Carlos,Sanchez,"Ingeniero Informatico",24,26,31,27,84,Aprobado
10000071,Lucia,Perez,Fernandez,lucia.perez.10000071@test.com,F,"Nacional Florida","Santa Cruz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000071,LIN100,M002,10500007,Jorge,Gomez,"Licenciado en Filologia",33,3,21,5,29,Reprobado
10000072,Pedro,Sanchez,Lopez,pedro.sanchez.10000072@test.com,M,"Nacional Florida",Pando,"Ingenieria Informatica",700,PayPal,REC-TEST-10000072,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,7,27,24,58,Reprobado
10000072,Pedro,Sanchez,Lopez,pedro.sanchez.10000072@test.com,M,"Nacional Florida",Pando,"Ingenieria Informatica",700,PayPal,REC-TEST-10000072,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,20,6,6,32,Reprobado
10000072,Pedro,Sanchez,Lopez,pedro.sanchez.10000072@test.com,M,"Nacional Florida",Pando,"Ingenieria Informatica",700,PayPal,REC-TEST-10000072,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,0,31,27,58,Reprobado
10000072,Pedro,Sanchez,Lopez,pedro.sanchez.10000072@test.com,M,"Nacional Florida",Pando,"Ingenieria Informatica",700,PayPal,REC-TEST-10000072,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,2,6,19,27,Reprobado
10000073,Carlos,Rojas,Rojas,carlos.rojas.10000073@test.com,M,"La Salle","Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000073,MAT100,M003,10500008,Gabriela,Garcia,"Licenciado en Matematicas",30,26,5,32,63,Aprobado
10000073,Carlos,Rojas,Rojas,carlos.rojas.10000073@test.com,M,"La Salle","Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000073,FIS100,M003,10500009,Miguel,Perez,Fisico,35,4,20,30,54,Reprobado
10000073,Carlos,Rojas,Rojas,carlos.rojas.10000073@test.com,M,"La Salle","Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000073,INF100,M003,10500010,Valeria,Vargas,"Ingeniero Informatico",40,29,7,21,57,Reprobado
10000073,Carlos,Rojas,Rojas,carlos.rojas.10000073@test.com,M,"La Salle","Santa Cruz","Ingenieria en Redes",700,"Stripe (Tarjetas)",REC-TEST-10000073,LIN100,M003,10500011,Paula,Sanchez,"Licenciado en Filologia",30,28,15,25,68,Aprobado
10000074,Fernando,Sanchez,Rodriguez,fernando.sanchez.10000074@test.com,M,"Don Bosco",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000074,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,24,30,31,85,Aprobado
10000074,Fernando,Sanchez,Rodriguez,fernando.sanchez.10000074@test.com,M,"Don Bosco",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000074,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,12,14,31,57,Reprobado
10000074,Fernando,Sanchez,Rodriguez,fernando.sanchez.10000074@test.com,M,"Don Bosco",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000074,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,17,26,11,54,Reprobado
10000074,Fernando,Sanchez,Rodriguez,fernando.sanchez.10000074@test.com,M,"Don Bosco",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-10000074,LIN100,T001,10500015,Jorge,Sanchez,"Licenciado en Filologia",28,6,29,8,43,Reprobado
10000075,Sofia,Ramirez,Garcia,sofia.ramirez.10000075@test.com,F,Evangelico,Cochabamba,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000075,MAT100,T001,10500012,Andres,Gomez,"Licenciado en Matematicas",34,18,30,15,63,Aprobado
10000075,Sofia,Ramirez,Garcia,sofia.ramirez.10000075@test.com,F,Evangelico,Cochabamba,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000075,FIS100,T001,10500013,Sofia,Rojas,Fisico,40,15,16,14,45,Reprobado
10000075,Sofia,Ramirez,Garcia,sofia.ramirez.10000075@test.com,F,Evangelico,Cochabamba,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-10000075,INF100,T001,10500014,Marta,Fernandez,"Ingeniero Informatico",20,23,20,31,74,Aprobado
