CI,Nombres,"Apellido Paterno","Apellido Materno",Email,Sexo,Colegio,Ciudad,Carrera,"Monto Pago","Metodo Pago","Nro Recibo",Materia,Grupo,"CI Docente","Nombre Docente","Apellido Docente","Profesion Docente","Hora Semanal Docente","Nota P1","Nota P2","Nota P3","Promedio Final","Estado Materia"
11000025,Jose,Rodriguez,Rojas,jose.rodriguez.11000025@test.com,M,"Domingo Savio",Oruro,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000025,LIN100,T001,11500015,Gabriela,Vargas,"Licenciado en Filologia",39,3,21,1,25,Reprobado
11000026,Gabriela,Gomez,Fernandez,gabriela.gomez.11000026@test.com,F,"Domingo Savio","Santa Cruz","Ingenieria en Redes",700,PayPal,REC-TEST-11000026,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,7,30,8,45,Reprobado
11000026,Gabriela,Gomez,Fernandez,gabriela.gomez.11000026@test.com,F,"Domingo Savio","Santa Cruz","Ingenieria en Redes",700,PayPal,REC-TEST-11000026,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,3,29,28,60,Aprobado
11000026,Gabriela,Gomez,Fernandez,gabriela.gomez.11000026@test.com,F,"Domingo Savio","Santa Cruz","Ingenieria en Redes",700,PayPal,REC-TEST-11000026,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,19,13,24,56,Reprobado
11000026,Gabriela,Gomez,Fernandez,gabriela.gomez.11000026@test.com,F,"Domingo Savio","Santa Cruz","Ingenieria en Redes",700,PayPal,REC-TEST-11000026,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,7,1,16,24,Reprobado
11000027,Laura,Perez,Perez,laura.perez.11000027@test.com,F,Uboldi,Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000027,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,20,31,25,76,Aprobado
11000027,Laura,Perez,Perez,laura.perez.11000027@test.com,F,Uboldi,Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000027,FIS100,M002,11500005,Diego,Lopez,Fisico,25,3,10,14,27,Reprobado
11000027,Laura,Perez,Perez,laura.perez.11000027@test.com,F,Uboldi,Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000027,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,14,13,4,31,Reprobado
11000027,Laura,Perez,Perez,laura.perez.11000027@test.com,F,Uboldi,Pando,"Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000027,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,19,13,28,60,Aprobado
11000028,Lucia,Garcia,Ramirez,lucia.garcia.11000028@test.com,F,"Nacional Florida","La Paz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000028,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,1,26,8,35,Reprobado
11000028,Lucia,Garcia,Ramirez,lucia.garcia.11000028@test.com,F,"Nacional Florida","La Paz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000028,FIS100,M002,11500005,Diego,Lopez,Fisico,25,27,17,0,44,Reprobado
11000028,Lucia,Garcia,Ramirez,lucia.garcia.11000028@test.com,F,"Nacional Florida","La Paz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000028,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,14,13,20,47,Reprobado
11000028,Lucia,Garcia,Ramirez,lucia.garcia.11000028@test.com,F,"Nacional Florida","La Paz","Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000028,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,21,0,21,42,Reprobado
11000029,Diego,Rojas,Lopez,diego.rojas.11000029@test.com,M,"Don Bosco","La Paz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000029,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,27,13,33,73,Aprobado
11000029,Diego,Rojas,Lopez,diego.rojas.11000029@test.com,M,"Don Bosco","La Paz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000029,FIS100,M002,11500005,Diego,Lopez,Fisico,25,26,3,5,34,Reprobado
11000029,Diego,Rojas,Lopez,diego.rojas.11000029@test.com,M,"Don Bosco","La Paz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000029,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,22,4,23,49,Reprobado
11000029,Diego,Rojas,Lopez,diego.rojas.11000029@test.com,M,"Don Bosco","La Paz","Ingenieria Informatica",700,"Transferencia Bancaria",REC-TEST-11000029,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,29,7,16,52,Reprobado
11000030,Juan,Garcia,Lopez,juan.garcia.11000030@test.com,M,Espana,Cochabamba,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000030,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,29,2,26,57,Reprobado
11000030,Juan,Garcia,Lopez,juan.garcia.11000030@test.com,M,Espana,Cochabamba,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000030,FIS100,M001,11500001,Elena,Rojas,Fisico,11,11,0,2,13,Reprobado
11000030,Juan,Garcia,Lopez,juan.garcia.11000030@test.com,M,Espana,Cochabamba,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000030,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,32,20,16,68,Aprobado
11000030,Juan,Garcia,Lopez,juan.garcia.11000030@test.com,M,Espana,Cochabamba,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000030,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,16,32,3,51,Reprobado
11000031,Marta,Fernandez,Gomez,marta.fernandez.11000031@test.com,F,Marista,Beni,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000031,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,6,30,34,70,Aprobado
11000031,Marta,Fernandez,Gomez,marta.fernandez.11000031@test.com,F,Marista,Beni,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000031,FIS100,M002,11500005,Diego,Lopez,Fisico,25,30,9,34,73,Aprobado
11000031,Marta,Fernandez,Gomez,marta.fernandez.11000031@test.com,F,Marista,Beni,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000031,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,3,0,25,28,Reprobado
11000031,Marta,Fernandez,Gomez,marta.fernandez.11000031@test.com,F,Marista,Beni,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000031,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,6,2,0,8,Reprobado
11000032,Daniela,Martinez,Ramirez,daniela.martinez.11000032@test.com,F,"Don Bosco",Tarija,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-11000032,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,23,0,20,43,Reprobado
11000032,Daniela,Martinez,Ramirez,daniela.martinez.11000032@test.com,F,"Don Bosco",Tarija,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-11000032,FIS100,M001,11500001,Elena,Rojas,Fisico,11,21,13,13,47,Reprobado
11000032,Daniela,Martinez,Ramirez,daniela.martinez.11000032@test.com,F,"Don Bosco",Tarija,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-11000032,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,18,5,24,47,Reprobado
11000032,Daniela,Martinez,Ramirez,daniela.martinez.11000032@test.com,F,"Don Bosco",Tarija,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-11000032,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,5,27,2,34,Reprobado
11000033,Valeria,Martinez,Ramirez,valeria.martinez.11000033@test.com,F,"Domingo Savio","La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-11000033,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,5,23,0,28,Reprobado
11000033,Valeria,Martinez,Ramirez,valeria.martinez.11000033@test.com,F,"Domingo Savio","La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-11000033,FIS100,M002,11500005,Diego,Lopez,Fisico,25,19,21,20,60,Aprobado
11000033,Valeria,Martinez,Ramirez,valeria.martinez.11000033@test.com,F,"Domingo Savio","La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-11000033,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,4,1,2,7,Reprobado
11000033,Valeria,Martinez,Ramirez,valeria.martinez.11000033@test.com,F,"Domingo Savio","La Paz","Ingenieria de Sistemas",700,PayPal,REC-TEST-11000033,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,31,8,20,59,Reprobado
11000034,Paula,Vargas,Sanchez,paula.vargas.11000034@test.com,F,Espana,Pando,"Ingenieria Informatica",700,PayPal,REC-TEST-11000034,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,7,28,17,52,Reprobado
11000034,Paula,Vargas,Sanchez,paula.vargas.11000034@test.com,F,Espana,Pando,"Ingenieria Informatica",700,PayPal,REC-TEST-11000034,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,16,17,24,57,Reprobado
11000034,Paula,Vargas,Sanchez,paula.vargas.11000034@test.com,F,Espana,Pando,"Ingenieria Informatica",700,PayPal,REC-TEST-11000034,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,8,16,26,50,Reprobado
11000034,Paula,Vargas,Sanchez,paula.vargas.11000034@test.com,F,Espana,Pando,"Ingenieria Informatica",700,PayPal,REC-TEST-11000034,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,32,17,24,73,Aprobado
11000035,Elena,Vargas,Gomez,elena.vargas.11000035@test.com,F,Uboldi,Sucre,"Ingenieria Informatica",700,PayPal,REC-TEST-11000035,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,19,14,4,37,Reprobado
11000035,Elena,Vargas,Gomez,elena.vargas.11000035@test.com,F,Uboldi,Sucre,"Ingenieria Informatica",700,PayPal,REC-TEST-11000035,FIS100,M001,11500001,Elena,Rojas,Fisico,11,0,10,18,28,Reprobado
11000035,Elena,Vargas,Gomez,elena.vargas.11000035@test.com,F,Uboldi,Sucre,"Ingenieria Informatica",700,PayPal,REC-TEST-11000035,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,20,10,13,43,Reprobado
11000035,Elena,Vargas,Gomez,elena.vargas.11000035@test.com,F,Uboldi,Sucre,"Ingenieria Informatica",700,PayPal,REC-TEST-11000035,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,23,30,14,67,Aprobado
11000036,Gabriela,Rojas,Perez,gabriela.rojas.11000036@test.com,F,Evangelico,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000036,MAT100,T001,11500012,Laura,Sanchez,"Licenciado en Matematicas",22,14,14,4,32,Reprobado
11000036,Gabriela,Rojas,Perez,gabriela.rojas.11000036@test.com,F,Evangelico,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000036,FIS100,T001,11500013,Lucia,Vargas,Fisico,13,5,8,33,46,Reprobado
11000036,Gabriela,Rojas,Perez,gabriela.rojas.11000036@test.com,F,Evangelico,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000036,INF100,T001,11500014,Marta,Sanchez,"Ingeniero Informatico",11,21,5,19,45,Reprobado
11000036,Gabriela,Rojas,Perez,gabriela.rojas.11000036@test.com,F,Evangelico,Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000036,LIN100,T001,11500015,Gabriela,Vargas,"Licenciado en Filologia",39,19,29,14,62,Aprobado
11000037,Marta,Lopez,Torres,marta.lopez.11000037@test.com,F,"Nacional Florida",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000037,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,15,11,0,26,Reprobado
11000037,Marta,Lopez,Torres,marta.lopez.11000037@test.com,F,"Nacional Florida",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000037,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,1,28,13,42,Reprobado
11000037,Marta,Lopez,Torres,marta.lopez.11000037@test.com,F,"Nacional Florida",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000037,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,3,17,7,27,Reprobado
11000037,Marta,Lopez,Torres,marta.lopez.11000037@test.com,F,"Nacional Florida",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000037,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,15,14,28,57,Reprobado
11000038,Daniela,Torres,Torres,daniela.torres.11000038@test.com,F,"La Salle","La Paz","Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000038,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,8,20,27,55,Reprobado
11000038,Daniela,Torres,Torres,daniela.torres.11000038@test.com,F,"La Salle","La Paz","Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000038,FIS100,M001,11500001,Elena,Rojas,Fisico,11,31,20,18,69,Aprobado
11000038,Daniela,Torres,Torres,daniela.torres.11000038@test.com,F,"La Salle","La Paz","Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000038,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,22,14,14,50,Reprobado
11000038,Daniela,Torres,Torres,daniela.torres.11000038@test.com,F,"La Salle","La Paz","Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000038,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,3,24,19,46,Reprobado
11000039,Carmen,Ramirez,Vargas,carmen.ramirez.11000039@test.com,F,Uboldi,Potosi,"Ingenieria Informatica",700,PayPal,REC-TEST-11000039,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,26,3,12,41,Reprobado
11000039,Carmen,Ramirez,Vargas,carmen.ramirez.11000039@test.com,F,Uboldi,Potosi,"Ingenieria Informatica",700,PayPal,REC-TEST-11000039,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,32,5,5,42,Reprobado
11000039,Carmen,Ramirez,Vargas,carmen.ramirez.11000039@test.com,F,Uboldi,Potosi,"Ingenieria Informatica",700,PayPal,REC-TEST-11000039,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,24,0,20,44,Reprobado
11000039,Carmen,Ramirez,Vargas,carmen.ramirez.11000039@test.com,F,Uboldi,Potosi,"Ingenieria Informatica",700,PayPal,REC-TEST-11000039,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,24,17,4,45,Reprobado
11000040,Daniela,Fernandez,Garcia,daniela.fernandez.11000040@test.com,F,Uboldi,Tarija,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000040,MAT100,T001,11500012,Laura,Sanchez,"Licenciado en Matematicas",22,1,27,31,59,Reprobado
11000040,Daniela,Fernandez,Garcia,daniela.fernandez.11000040@test.com,F,Uboldi,Tarija,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000040,FIS100,T001,11500013,Lucia,Vargas,Fisico,13,9,29,26,64,Aprobado
11000040,Daniela,Fernandez,Garcia,daniela.fernandez.11000040@test.com,F,Uboldi,Tarija,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000040,INF100,T001,11500014,Marta,Sanchez,"Ingeniero Informatico",11,12,31,21,64,Aprobado
11000040,Daniela,Fernandez,Garcia,daniela.fernandez.11000040@test.com,F,Uboldi,Tarija,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000040,LIN100,T001,11500015,Gabriela,Vargas,"Licenciado en Filologia",39,3,20,7,30,Reprobado
11000041,Luis,Rodriguez,Fernandez,luis.rodriguez.11000041@test.com,M,"Domingo Savio",Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000041,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,2,16,19,37,Reprobado
11000041,Luis,Rodriguez,Fernandez,luis.rodriguez.11000041@test.com,M,"Domingo Savio",Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000041,FIS100,M001,11500001,Elena,Rojas,Fisico,11,8,7,4,19,Reprobado
11000041,Luis,Rodriguez,Fernandez,luis.rodriguez.11000041@test.com,M,"Domingo Savio",Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000041,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,24,2,26,52,Reprobado
11000041,Luis,Rodriguez,Fernandez,luis.rodriguez.11000041@test.com,M,"Domingo Savio",Cochabamba,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000041,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,26,21,2,49,Reprobado
11000042,Miguel,Perez,Garcia,miguel.perez.11000042@test.com,M,Evangelico,Cochabamba,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-11000042,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,32,9,5,46,Reprobado
11000042,Miguel,Perez,Garcia,miguel.perez.11000042@test.com,M,Evangelico,Cochabamba,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-11000042,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,16,11,10,37,Reprobado
11000042,Miguel,Perez,Garcia,miguel.perez.11000042@test.com,M,Evangelico,Cochabamba,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-11000042,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,26,9,8,43,Reprobado
11000042,Miguel,Perez,Garcia,miguel.perez.11000042@test.com,M,Evangelico,Cochabamba,"Ingenieria Informatica",700,"Stripe (Tarjetas)",REC-TEST-11000042,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,25,16,1,42,Reprobado
11000043,Laura,Sanchez,Lopez,laura.sanchez.11000043@test.com,F,"Don Bosco",Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000043,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,21,25,23,69,Aprobado
11000043,Laura,Sanchez,Lopez,laura.sanchez.11000043@test.com,F,"Don Bosco",Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000043,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,9,0,16,25,Reprobado
11000043,Laura,Sanchez,Lopez,laura.sanchez.11000043@test.com,F,"Don Bosco",Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000043,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,24,4,11,39,Reprobado
11000043,Laura,Sanchez,Lopez,laura.sanchez.11000043@test.com,F,"Don Bosco",Sucre,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000043,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,13,32,32,77,Aprobado
11000044,Daniela,Sanchez,Lopez,daniela.sanchez.11000044@test.com,F,Espana,Oruro,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000044,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,3,30,3,36,Reprobado
11000044,Daniela,Sanchez,Lopez,daniela.sanchez.11000044@test.com,F,Espana,Oruro,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000044,FIS100,M002,11500005,Diego,Lopez,Fisico,25,11,21,10,42,Reprobado
11000044,Daniela,Sanchez,Lopez,daniela.sanchez.11000044@test.com,F,Espana,Oruro,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000044,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,0,12,1,13,Reprobado
11000044,Daniela,Sanchez,Lopez,daniela.sanchez.11000044@test.com,F,Espana,Oruro,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000044,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,32,27,30,89,Aprobado
11000045,Jose,Vargas,Vargas,jose.vargas.11000045@test.com,M,"Domingo Savio",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000045,MAT100,T001,11500012,Laura,Sanchez,"Licenciado en Matematicas",22,18,23,12,53,Reprobado
11000045,Jose,Vargas,Vargas,jose.vargas.11000045@test.com,M,"Domingo Savio",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000045,FIS100,T001,11500013,Lucia,Vargas,Fisico,13,33,30,20,83,Aprobado
11000045,Jose,Vargas,Vargas,jose.vargas.11000045@test.com,M,"Domingo Savio",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000045,INF100,T001,11500014,Marta,Sanchez,"Ingeniero Informatico",11,10,23,16,49,Reprobado
11000045,Jose,Vargas,Vargas,jose.vargas.11000045@test.com,M,"Domingo Savio",Beni,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000045,LIN100,T001,11500015,Gabriela,Vargas,"Licenciado en Filologia",39,30,30,21,81,Aprobado
11000046,Pedro,Lopez,Fernandez,pedro.lopez.11000046@test.com,M,Marista,Pando,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000046,MAT100,T001,11500012,Laura,Sanchez,"Licenciado en Matematicas",22,9,7,2,18,Reprobado
11000046,Pedro,Lopez,Fernandez,pedro.lopez.11000046@test.com,M,Marista,Pando,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000046,FIS100,T001,11500013,Lucia,Vargas,Fisico,13,7,22,34,63,Aprobado
11000046,Pedro,Lopez,Fernandez,pedro.lopez.11000046@test.com,M,Marista,Pando,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000046,INF100,T001,11500014,Marta,Sanchez,"Ingeniero Informatico",11,14,12,0,26,Reprobado
11000046,Pedro,Lopez,Fernandez,pedro.lopez.11000046@test.com,M,Marista,Pando,"Ingenieria en Redes",700,"Transferencia Bancaria",REC-TEST-11000046,LIN100,T001,11500015,Gabriela,Vargas,"Licenciado en Filologia",39,4,16,32,52,Reprobado
11000047,Sofia,Ramirez,Rojas,sofia.ramirez.11000047@test.com,F,Evangelico,Cochabamba,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000047,MAT100,M002,11500004,Luis,Rojas,"Licenciado en Matematicas",12,12,2,16,30,Reprobado
11000047,Sofia,Ramirez,Rojas,sofia.ramirez.11000047@test.com,F,Evangelico,Cochabamba,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000047,FIS100,M002,11500005,Diego,Lopez,Fisico,25,20,20,6,46,Reprobado
11000047,Sofia,Ramirez,Rojas,sofia.ramirez.11000047@test.com,F,Evangelico,Cochabamba,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000047,INF100,M002,11500006,Pedro,Fernandez,"Ingeniero Informatico",22,7,20,25,52,Reprobado
11000047,Sofia,Ramirez,Rojas,sofia.ramirez.11000047@test.com,F,Evangelico,Cochabamba,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000047,LIN100,M002,11500007,Miguel,Garcia,"Licenciado en Filologia",19,19,16,23,58,Reprobado
11000048,Carlos,Torres,Vargas,carlos.torres.11000048@test.com,M,"Don Bosco",Potosi,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000048,MAT100,M001,11500000,Valeria,Perez,"Licenciado en Matematicas",22,2,21,7,30,Reprobado
11000048,Carlos,Torres,Vargas,carlos.torres.11000048@test.com,M,"Don Bosco",Potosi,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000048,FIS100,M001,11500001,Elena,Rojas,Fisico,11,20,22,19,61,Aprobado
11000048,Carlos,Torres,Vargas,carlos.torres.11000048@test.com,M,"Don Bosco",Potosi,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000048,INF100,M001,11500002,Valeria,Vargas,"Ingeniero Informatico",28,11,33,25,69,Aprobado
11000048,Carlos,Torres,Vargas,carlos.torres.11000048@test.com,M,"Don Bosco",Potosi,"Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000048,LIN100,M001,11500003,Ricardo,Rojas,"Licenciado en Filologia",29,16,30,11,57,Reprobado
11000049,Jorge,Ramirez,Lopez,jorge.ramirez.11000049@test.com,M,"La Salle",Beni,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000049,MAT100,N001,11500016,Fernando,Rojas,"Licenciado en Matematicas",30,16,29,33,78,Aprobado
11000049,Jorge,Ramirez,Lopez,jorge.ramirez.11000049@test.com,M,"La Salle",Beni,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000049,FIS100,N001,11500017,Daniela,Fernandez,Fisico,28,21,10,19,50,Reprobado
11000049,Jorge,Ramirez,Lopez,jorge.ramirez.11000049@test.com,M,"La Salle",Beni,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000049,INF100,N001,11500018,Juan,Vargas,"Ingeniero Informatico",30,5,33,1,39,Reprobado
11000049,Jorge,Ramirez,Lopez,jorge.ramirez.11000049@test.com,M,"La Salle",Beni,"Ingenieria de Sistemas",700,PayPal,REC-TEST-11000049,LIN100,N001,11500019,Valeria,Rojas,"Licenciado en Filologia",12,6,29,14,49,Reprobado
11000050,Lucia,Sanchez,Rojas,lucia.sanchez.11000050@test.com,F,"Don Bosco",Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000050,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,15,4,31,50,Reprobado
11000050,Lucia,Sanchez,Rojas,lucia.sanchez.11000050@test.com,F,"Don Bosco",Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000050,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,28,2,22,52,Reprobado
11000050,Lucia,Sanchez,Rojas,lucia.sanchez.11000050@test.com,F,"Don Bosco",Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000050,INF100,M003,11500010,Laura,Vargas,"Ingeniero Informatico",40,28,16,7,51,Reprobado
11000050,Lucia,Sanchez,Rojas,lucia.sanchez.11000050@test.com,F,"Don Bosco",Cochabamba,"Ingenieria de Sistemas",700,"Transferencia Bancaria",REC-TEST-11000050,LIN100,M003,11500011,Pedro,Vargas,"Licenciado en Filologia",11,24,26,1,51,Reprobado
11000051,Pedro,Martinez,Garcia,pedro.martinez.11000051@test.com,M,"Nacional Florida","La Paz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000051,MAT100,M003,11500008,Carmen,Vargas,"Licenciado en Matematicas",40,30,5,7,42,Reprobado
11000051,Pedro,Martinez,Garcia,pedro.martinez.11000051@test.com,M,"Nacional Florida","La Paz","Ingenieria de Sistemas",700,"Stripe (Tarjetas)",REC-TEST-11000051,FIS100,M003,11500009,Elena,Rodriguez,Fisico,18,10,11,34,55,Reprobado
